Der Baader Meinhof Komplex	2008	7.3	11740
Der Himmel über Berlin	1987	8.0	20623
Der Name der Rose	1986	7.8	32034
Der Untergang	2004	8.4	91455
Desperado	1995	7.1	55557
Despicable Me	2010	7.5	41809
Det sjunde inseglet	1957	8.4	40616
Detroit Rock City	1999	6.5	15240
Deuce Bigalow: European Gigolo	2005	4.3	19388
Deuce Bigalow: Male Gigolo	1999	5.6	26794
Dial M for Murder	1954	8.1	33394
Diamonds Are Forever	1971	6.7	26753
Diarios de motocicleta	2004	7.9	39255
Diary of the Dead	2007	6.0	22149
Dick	1999	6.1	10681
Dick Tracy	1990	6.0	26339
Did You Hear About the Morgans?	2009	4.4	10471
Die Another Day	2002	6.0	71146
Die Fälscher	2007	7.6	17804
Die Hard	1988	8.3	198427
Die Hard 2	1990	7.0	84873
Die Hard: With a Vengeance	1995	7.5	93177
Die Welle	2008	7.5	14126
Die fetten Jahre sind vorbei	2004	7.6	13518
Die unendliche Geschichte	1984	7.4	28087
Dinner for Schmucks	2010	6.0	20397
Dinosaur	2000	6.2	14996
Dip huet seung hung	1989	8.0	21394
Dirty Dancing	1987	6.3	43841
Dirty Harry	1971	7.8	44159
Dirty Pretty Things	2002	7.5	19405
Dirty Rotten Scoundrels	1988	7.1	20720
Dirty Work	1998	6.2	12054
Disaster Movie	2008	1.7	37157
Disclosure	1994	5.9	16655
District 9	2009	8.2	176473
Disturbia	2007	7.0	76994
Dnevnoy dozor	2006	6.6	14416
Do the Right Thing	1989	7.9	28264
Doc Hollywood	1991	5.9	13969
Doctor Dolittle	1998	5.2	27275
Doctor Zhivago	1965	8.0	28823
Dodgeball: A True Underdog Story	2004	6.6	69558
Dog Day Afternoon	1975	8.1	65169
Dog Soldiers	2002	6.8	23474
Dogma	1999	7.3	104711
Dogville	2003	8.0	49631
Dolores Claiborne	1995	7.3	14222
Domestic Disturbance	2001	5.4	11149
Domino	2005	5.9	34250
Don Juan DeMarco	1994	6.6	21399
Don't Be a Menace to South Central While Drinking Your Juice in the Hood	1996	6.3	14265
Don't Look Now	1973	7.5	13976
Don't Say a Word	2001	6.1	22967
Don't Tell Mom the Babysitter's Dead	1991	5.5	10296
Donnie Brasco	1997	7.8	69905
Donnie Darko	2001	8.2	229564
Doom	2005	5.1	41929
Doomsday	2008	6.0	36103
Dorian Gray	2009	6.3	12582
Double Impact	1991	4.8	11191
Double Indemnity	1944	8.6	40674
Double Jeopardy	1999	6.1	29766
Double Team	1997	4.2	10442
Down by Law	1986	7.8	15123
Down in the Valley	2005	6.5	10665
Down with Love	2003	6.3	20232
Dr T and the Women	2000	4.7	10403
Dr. Dolittle 2	2001	4.6	16304
Dr. No	1962	7.3	38174
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	8.6	166526
Dracula	1931	7.7	14459
Dracula	1992	7.3	63295
Dracula 2000	2000	4.8	14700
Dracula: Dead and Loving It	1995	5.2	13718
Drag Me to Hell	2009	7.0	57938
Dragnet	1987	5.6	13490
Dragon: The Bruce Lee Story	1993	6.8	10265
DragonHeart	1996	6.2	27802
Dragonball Evolution	2009	3.2	23853
Dragonfly	2002	5.8	14779
Dreamcatcher	2003	5.3	36778
Dreamgirls	2006	6.6	29309
Dressed to Kill	1980	7.1	10045
Drillbit Taylor	2008	5.9	20760
Driven	2001	4.2	19495
Driving Miss Daisy	1989	7.5	23880
Drop Dead Gorgeous	1999	6.3	16796
Drugstore Cowboy	1989	7.4	12985
Drumline	2002	5.3	18516
Duck Soup	1933	8.1	28759
Dude, Where's My Car?	2000	5.1	45155
Due Date	2010	6.7	34597
Duel	1971	7.7	23093
Dumb & Dumber	1994	7.2	95522
Dumb and Dumberer: When Harry Met Lloyd	2003	3.2	15659
Dumbo	1941	7.5	19871
Dune	1984	6.5	40497
Dungeons & Dragons	2000	3.6	17546
Duplex	2003	5.7	20385
Duplicity	2009	6.3	22911
Død snø	2009	6.5	15200
E.T.: The Extra-Terrestrial	1982	7.9	111581
Eagle Eye	2008	6.6	57163
East of Eden	1955	8.1	13475
Eastern Promises	2007	7.8	78838
Easy A	2010	7.2	33742
Easy Rider	1969	7.3	34329
Eat Pray Love	2010	5.2	13433
Ed Wood	1994	8.1	79779
Eden Lake	2008	6.9	16714
Edge of Darkness	2010	6.7	30712
Edtv	1999	6.1	22358
Edward Scissorhands	1990	8.0	112571
Eight Below	2006	7.3	18945
Eight Legged Freaks	2002	5.5	19184
El espinazo del diablo	2001	7.6	18204
El laberinto del fauno	2006	8.4	171281
El mariachi	1992	7.0	21026
El orfanato	2007	7.7	43695
El secreto de sus ojos	2009	8.3	27277
Election	1999	7.4	38849
Elektra	2005	4.8	28911
Elephant	2003	7.2	37265
Elf	2003	6.8	46074
Elizabeth	1998	7.6	35250
Elizabeth: The Golden Age	2007	6.8	23398
Elizabethtown	2005	6.4	33369
Ella Enchanted	2004	6.3	12842
Emma	1996	6.8	14237
Empire Records	1995	6.4	20644
Empire of the Sun	1987	7.7	36843
Employee of the Month	2006	5.4	19034
Enchanted	2007	7.4	59870
Encino Man	1992	5.2	13331
End of Days	1999	5.5	45440
Enemy Mine	1985	6.6	12174
Enemy at the Gates	2001	7.4	64967
Enemy of the State	1998	7.2	70411
Enigma	2001	6.4	10534
Enter the Dragon	1973	7.6	27534
Entrapment	1999	6.1	42703
Entre les murs	2008	7.7	10269
Envy	2004	4.6	16304
Epic Movie	2007	2.2	51497
Equilibrium	2002	7.7	93907
Eragon	2006	5.0	46495
Eraser	1996	5.9	39309
Eraserhead	1977	7.4	28645
Erin Brockovich	2000	7.2	58186
Escape from Alcatraz	1979	7.6	24693
Escape from L.A.	1996	5.3	24497
Escape from New York	1981	7.1	36631
Eskiya	1996	8.3	12180
Eternal Sunshine of the Spotless Mind	2004	8.5	241242
EuroTrip	2004	6.5	57445
European Vacation	1985	5.7	17199
Evan Almighty	2007	5.5	46592
Event Horizon	1997	6.4	47842
EverAfter	1998	6.9	24119
Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask	1972	6.8	13801
Everybody's Fine	2009	7.2	14461
Everyone Says I Love You	1996	6.8	17074
Everything Is Illuminated	2005	7.6	20962
Evil Dead II	1987	7.9	46882
Evita	1996	6.2	17314
Evolution	2001	5.9	41740
Excalibur	1981	7.4	25346
Executive Decision	1996	6.3	19284
Exit Through the Gift Shop	2010	8.2	10846
Exit Wounds	2001	5.3	15077
Exorcist: The Beginning	2004	5.0	16748
Extract	2009	6.4	14365
Eye of the Beholder	1999	4.7	10148
Eyes Wide Shut	1999	7.2	99705
Fa yeung nin wa	2000	8.1	27689
Face/Off	1997	7.3	109517
Fahrenheit 451	1966	7.2	13565
Fahrenheit 9/11	2004	7.6	76456
Failure to Launch	2006	5.5	21524
Fallen	1998	6.8	27412
Falling Down	1993	7.6	47305
Family Guy Presents Stewie Griffin: The Untold Story	2005	7.7	20789
Fanboys	2008	6.7	20052
Fanny och Alexander	1982	8.2	15843
Fantasia	1940	7.9	32015
Fantasia/2000	1999	7.2	11135
Fantastic Four	2005	5.7	76573
Fantastic Mr. Fox	2009	7.9	34007
Far and Away	1992	6.3	22392
Far from Heaven	2002	7.5	21055
Fargo	1996	8.3	177441
Fast & Furious	2009	6.4	43260
Fast Food Nation	2006	6.3	13564
Fast Times at Ridgemont High	1982	7.2	32737
Faster	2010	6.6	12926
Fatal Attraction	1987	6.8	23515
Father of the Bride	1991	6.3	21688
Father of the Bride Part II	1995	5.5	11520
Fear	1996	5.9	14596
Fear and Loathing in Las Vegas	1998	7.6	87252
FeardotCom	2002	3.2	11729
Fearless	1993	7.1	10253
Feast	2005	6.4	12824
Felon	2008	7.7	27056
Femme Fatale	2002	6.3	17399
Ferris Bueller's Day Off	1986	7.9	84469
Festen	1998	8.1	28967
Fever Pitch	2005	6.3	17478
Fiddler on the Roof	1971	7.8	14835
Fido	2006	6.9	12537
Field of Dreams	1989	7.6	45329
Fierce Creatures	1997	6.1	11316
Fight Club	1999	8.8	422385
Final Destination	2000	6.8	56860
Final Destination 2	2003	6.3	38515
Final Destination 3	2006	5.9	34742
Final Fantasy VII: Advent Children	2005	7.4	26192
Final Fantasy: The Spirits Within	2001	6.4	37935
Find Me Guilty	2006	7.0	13418
Finding Forrester	2000	7.2	37280
Finding Nemo	2003	8.2	184316
Finding Neverland	2004	7.9	91421
Fired Up!	2009	6.0	12527
Firewall	2006	5.8	26047
First Blood	1982	7.5	60743
First Knight	1995	5.6	21945
Fitzcarraldo	1982	8.0	10383
Five Easy Pieces	1970	7.5	12623
Flags of Our Fathers	2006	7.1	45412
Flash Gordon	1980	6.2	15727
Flashdance	1983	5.6	13174
Flatliners	1990	6.4	24585
Fletch	1985	6.7	17746
Flickan som lekte med elden	2009	6.8	14507
Flight of the Phoenix	2004	6.0	19519
Flightplan	2005	6.2	47988
Flubber	1997	4.7	20521
Flushed Away	2006	7.0	22917
Flyboys	2006	6.5	14770
Following	1998	7.7	17644
Fools Rush In	1997	5.8	12663
Footloose	1984	6.0	16382
For Love of the Game	1999	6.2	13941
For Your Eyes Only	1981	6.8	24725
Forbidden Planet	1956	7.7	16612
Forces of Nature	1999	5.2	15437
Forever Young	1992	6.0	16471
Forgetting Sarah Marshall	2008	7.4	82888
Forrest Gump	1994	8.7	335543
Four Brothers	2005	6.8	41028
Four Christmases	2008	5.7	16949
Four Lions	2010	7.5	11355
Four Rooms	1995	6.4	36109
Four Weddings and a Funeral	1994	7.1	41196
Frailty	2001	7.3	29139
Frankenstein	1931	8.0	24395
Frankenstein	1994	6.2	21135
Frankie and Johnny	1991	6.5	11114
Frantic	1988	6.8	19077
Freaks	1932	7.9	14822
Freaky Friday	2003	6.4	31286
Fred Claus	2007	5.6	11464
Freddy Got Fingered	2001	4.0	25908
Freddy vs. Jason	2003	5.8	41561
Freddy's Dead: The Final Nightmare	1991	4.6	13497
Free Willy	1993	5.4	13790
Freedom Writers	2007	7.5	19378
Freeway	1996	6.8	14450
French Kiss	1995	6.3	18247
Frenzy	1972	7.5	13783
Frequency	2000	7.3	37848
Frida	2002	7.3	27700
Friday	1995	7.0	23206
Friday Night Lights	2004	7.2	21806
Friday the 13th	2009	5.5	29072
Friday the 13th Part 2	1981	5.6	14234
Friday the 13th Part III	1982	5.1	12157
Friday the 13th Part VIII: Jason Takes Manhattan	1989	3.9	10626
Friday the 13th: A New Beginning	1985	4.1	10086
Friday the 13th: The Final Chapter	1984	5.3	11254
Fried Green Tomatoes	1991	7.4	24667
Friends with Money	2006	6.0	11537
Fright Night	1985	6.8	12953
From Dusk Till Dawn	1996	7.1	86075
From Hell	2001	6.9	57058
From Here to Eternity	1953	7.9	15941
From Justin to Kelly	2003	1.7	17804
From Paris with Love	2010	6.4	27853
From Russia with Love	1963	7.5	34458
Frost/Nixon	2008	7.9	39592
Frozen River	2008	7.2	11734
Fucking Åmål	1998	7.8	27025
Full Metal Jacket	1987	8.4	166565
Fun with Dick and Jane	2005	6.0	44289
Funny Games	1997	7.6	16968
Funny Games U.S.	2007	6.3	26915
Funny People	2009	6.8	42879
Futurama: Bender's Big Score	2007	7.6	18291
Futurama: The Beast with a Billion Backs	2008	7.2	11443
G-Force	2009	5.0	10916
G.I. Jane	1997	5.6	25037
G.I. Joe: The Rise of Cobra	2009	5.7	53114
Gake no ue no Ponyo	2008	7.8	16858
Galaxy Quest	1999	7.2	54748
Gallipoli	1981	7.6	14713
Gamer	2009	5.6	34978
Gandhi	1982	8.2	55906
Gangs of New York	2002	7.4	122528
Garden State	2004	7.8	97758
Garfield	2004	4.8	21259
Gattaca	1997	7.8	76598
Gegen die Wand	2004	8.0	18132
George of the Jungle	1997	5.3	21181
Georgia Rule	2007	5.8	11442
Get Carter	1971	7.6	10562
Get Carter	2000	4.8	14798
Get Him to the Greek	2010	6.6	34402
Get Rich or Die Tryin'	2005	4.1	18892
Get Shorty	1995	6.9	34568
Get Smart	2008	6.7	63163
Gettysburg	1993	7.7	11586
Ghost	1990	6.9	54995
Ghost Busters	1984	7.8	90248
Ghost Dog: The Way of the Samurai	1999	7.6	37509
Ghost Rider	2007	5.2	67640
Ghost Ship	2002	5.3	28130
Ghost World	2001	7.7	45096
Ghostbusters II	1989	6.2	47621
Ghosts of Girlfriends Past	2009	5.7	17352
Ghosts of Mars	2001	4.8	20972
Gia	1998	6.8	13715
Giant	1956	7.7	13131
Gigli	2003	2.4	29818
Gin gwai	2002	6.9	12688
Ginger Snaps	2000	6.9	13466
Girl with a Pearl Earring	2003	7.1	25065
Girl, Interrupted	1999	7.1	47907
Giù la testa	1971	7.7	10076
Gladiator	2000	8.4	307239
Glengarry Glen Ross	1992	7.9	34155
Glitter	2001	2.0	14010
Glory	1989	8.0	58105
Glory Road	2006	7.0	10856
Go	1999	7.3	39638
Goal!	2005	6.8	18113
Gods and Monsters	1998	7.6	16332
Godsend	2004	4.7	14416
Godzilla	1998	4.9	63625
GoldenEye	1995	7.1	73076
Goldfinger	1964	7.9	49703
Gomorra	2008	7.0	16740
Gone Baby Gone	2007	7.9	67446
Gone in Sixty Seconds	2000	6.0	78928
Gone with the Wind	1939	8.2	86045
Good Bye Lenin!	2003	7.8	37996
Good Luck Chuck	2007	5.6	31380
Good Morning, Vietnam	1987	7.2	34321
Good Night, and Good Luck.	2005	7.7	44743
Good Will Hunting	1997	8.1	166610
Goodfellas	1990	8.8	251521
Gosford Park	2001	7.3	38129
Gothika	2003	5.7	35882
Goya's Ghosts	2006	6.9	11296
Gran Torino	2008	8.4	150136
Grandma's Boy	2006	6.9	29151
Grease	1978	7.0	63491
Grease 2	1982	3.6	13251
Great Expectations	1946	8.1	10195
Great Expectations	1998	6.6	22516
Green Card	1990	6.0	10937
Green Zone	2010	7.0	36723
Greenberg	2010	6.3	11012
Gremlins	1984	7.1	45660
Gremlins 2: The New Batch	1990	6.1	24173
Gridiron Gang	2006	6.8	13108
Grindhouse	2007	7.9	87035
Grizzly Man	2005	7.9	17503
Grosse Pointe Blank	1997	7.4	42907
Groundhog Day	1993	8.2	150047
Grown Ups	2010	5.8	29705
Grumpy Old Men	1993	6.8	15047
Guess Who	2005	5.7	16707
Guess Who's Coming to Dinner	1967	7.7	12588
Gummo	1997	6.0	10581
Gwoemul	2006	7.1	28971
Hable con ella	2002	8.1	38204
Hachiko: A Dog's Story	2009	8.0	16016
Hackers	1995	5.8	28078
Hair	1979	7.2	12828
Hairspray	2007	7.1	43359
Half Baked	1998	6.4	19750
Half Nelson	2006	7.4	24136
Halloween	1978	7.9	67349
Halloween	2007	6.0	41962
Halloween 4: The Return of Michael Myers	1988	5.6	11676
Halloween H20: 20 Years Later	1998	5.4	23052
Halloween II	1981	6.3	18793
Halloween II	2009	4.8	14067
Halloween III: Season of the Witch	1982	3.9	13412
Halloween: Resurrection	2002	3.9	13765
Hamlet	1996	7.7	19154
Hana-bi	1997	7.9	12289
Hancock	2008	6.5	109569
Hang 'Em High	1968	6.9	10987
Hannah Montana: The Movie	2009	3.6	14381
Hannah and Her Sisters	1986	8.0	22086
Hannibal	2001	6.5	79702
Hannibal Rising	2007	6.0	30593
Happiness	1998	7.8	28697
Happy Feet	2006	6.6	45704
Happy Gilmore	1996	6.9	58013
Happy-Go-Lucky	2008	7.0	16294
Hard Candy	2005	7.2	49989
Hard Rain	1998	5.6	15030
Hard Target	1993	5.8	14344
Harold & Kumar Escape from Guantanamo Bay	2008	6.7	45190
Harold & Kumar Go to White Castle	2004	7.2	59741
Harold and Maude	1971	8.0	29566
Harry Brown	2009	7.4	19614
Harry Potter and the Chamber of Secrets	2002	7.1	129733
Harry Potter and the Deathly Hallows: Part 1	2010	7.8	59145
Harry Potter and the Goblet of Fire	2005	7.6	121684
Harry Potter and the Half-Blood Prince	2009	7.3	84854
Harry Potter and the Order of the Phoenix	2007	7.3	113637
Harry Potter and the Prisoner of Azkaban	2004	7.7	119235
Harry Potter and the Sorcerer's Stone	2001	7.2	143684
Harsh Times	2005	7.0	27893
Hart's War	2002	6.2	20501
Harvey	1950	8.1	25207
Hatchet	2006	5.7	10344
Hauru no ugoku shiro	2004	8.1	51313
Haute tension	2003	6.8	22540
He Got Game	1998	6.8	15137
He Was a Quiet Man	2007	7.0	13011
He's Just Not That Into You	2009	6.4	37818
Heartbreak Ridge	1986	6.5	12276
Heartbreakers	2001	6.2	21963
Hearts in Atlantis	2001	6.8	16978
Heat	1995	8.3	157943
Heathers	1988	7.3	25962
Heavenly Creatures	1994	7.6	28081
Heavy Metal	1981	6.4	11321
Hedwig and the Angry Inch	2001	7.7	15334
Hellbound: Hellraiser II	1988	6.2	11785
Hellboy	2004	6.8	72288
Hellboy II: The Golden Army	2008	7.3	66309
Hellraiser	1987	7.0	24492
Henry V	1989	7.8	14808
Henry: Portrait of a Serial Killer	1986	7.2	10242
Herbie Fully Loaded	2005	4.7	15043
Hercules	1997	6.8	24548
Hereafter	2010	6.9	14268
Hidalgo	2004	6.6	24999
Hide and Seek	2005	5.6	32950
High Crimes	2002	6.1	15102
High Fidelity	2000	7.6	72789
High Noon	1952	8.3	36908
High Plains Drifter	1973	7.6	16714
High School Musical	2006	5.0	28222
High School Musical 2	2007	4.4	16381
High School Musical 3: Senior Year	2008	3.8	19474
Highlander	1986	7.2	42915
Highlander II: The Quickening	1991	3.7	19077
His Girl Friday	1940	8.1	22356
History of the World: Part I	1981	6.6	17377
Hocus Pocus	1993	6.0	17248
Holes	2003	7.0	20608
Hollow Man	2000	5.5	43991
Hollywood Ending	2002	6.4	11015
Hollywood Homicide	2003	5.2	17128
Hollywoodland	2006	6.6	18447
Home Alone	1990	7.1	88745
Home Alone 2: Lost in New York	1992	5.9	56923
Home Alone 3	1997	3.7	22248
Homeward Bound: The Incredible Journey	1993	6.6	10667
Honey	2003	4.7	13823
Honey, I Shrunk the Kids	1989	6.1	27063
Hoodwinked!	2005	6.7	21721
Hook	1991	6.2	63765
Hooligans	2005	7.5	41485
Hoosiers	1986	7.5	15765
Horton Hears a Who!	2008	7.1	34212
Hostel	2005	5.7	68786
Hostel: Part II	2007	5.4	33493
Hot Fuzz	2007	8.0	138825
Hot Rod	2007	6.5	23755
Hot Shots!	1991	6.5	32993
Hot Shots! Part Deux	1993	6.3	27440
Hot Tub Time Machine	2010	6.6	40102
Hotaru no haka	1988	8.3	38777
Hotel Rwanda	2004	8.3	101349
House of 1000 Corpses	2003	5.6	28196
House of Sand and Fog	2003	7.8	31649
House of Wax	2005	5.3	34999
House of the Dead	2003	2.0	22201
House on Haunted Hill	1999	5.3	23932
How High	2001	5.6	15847
How the Grinch Stole Christmas	2000	5.7	44047
How the Grinch Stole Christmas!	1966	8.4	18402
How to Lose Friends & Alienate People	2008	6.7	28333
How to Lose a Guy in 10 Days	2003	6.1	36727
How to Train Your Dragon	2010	8.2	64176
Howard the Duck	1986	4.1	16749
Howards End	1992	7.4	11123
Hudson Hawk	1991	5.4	22870
Hulk	2003	5.7	74886
Human Nature	2001	6.3	10277
Hung fan kui	1995	6.6	12459
Huo Yuan Jia	2006	7.6	29835
Husbands and Wives	1992	7.4	10171
Hustle & Flow	2005	7.5	19509
I Am Legend	2007	7.1	166286
I Am Sam	2001	7.4	39909
I Heart Huckabees	2004	6.8	37299
I Know What You Did Last Summer	1997	5.4	39469
I Know Who Killed Me	2007	3.6	16879
I Love You Phillip Morris	2009	6.7	22089
I Love You, Man	2009	7.3	50345
I Now Pronounce You Chuck & Larry	2007	6.1	49699
I Spy	2002	5.3	18916
I Still Know What You Did Last Summer	1998	4.1	24573
I'm Not There.	2007	7.0	24637
I, Robot	2004	7.0	108120
I.Q.	1994	6.0	11153
Ice Age	2002	7.5	82945
Ice Age: Dawn of the Dinosaurs	2009	7.1	38678
Ice Age: The Meltdown	2006	6.8	55707
Identity	2003	7.3	62072
Idi i smotri	1985	8.2	10306
Idiocracy	2006	6.4	43171
Idioterne	1998	6.8	11699
Idle Hands	1999	5.8	16999
Igby Goes Down	2002	7.0	19574
Ikiru	1952	8.3	17762
Il buono, il brutto, il cattivo.	1966	9.0	180279
Il postino	1994	7.7	15561
Imagine Me & You	2005	6.7	10099
Immortel (ad vitam)	2004	5.9	10012
In & Out	1997	6.1	19366
In America	2003	7.9	22548
In Bruges	2008	8.1	111077
In Cold Blood	1967	8.1	10946
In Good Company	2004	6.8	26661
In Her Shoes	2005	6.8	22422
In the Bedroom	2001	7.5	21521
In the Cut	2003	5.2	11976
In the Heat of the Night	1967	8.0	23475
In the Land of Women	2007	6.7	14268
In the Line of Fire	1993	7.2	32348
In the Loop	2009	7.5	15261
In the Mouth of Madness	1994	7.0	16676
In the Name of the Father	1993	8.0	29618
In the Name of the King: A Dungeon Siege Tale	2007	3.8	22099
In the Valley of Elah	2007	7.4	29351
Inception	2010	8.9	319656
Indecent Proposal	1993	5.4	20488
Independence Day	1996	6.6	159699
Indiana Jones and the Kingdom of the Crystal Skull	2008	6.5	143167
Indiana Jones and the Last Crusade	1989	8.3	185036
Indiana Jones and the Temple of Doom	1984	7.5	116739
Inglourious Basterds	2009	8.4	211977
Inherit the Wind	1960	8.2	11503
Inkheart	2008	6.1	15826
Inland Empire	2006	7.0	21625
Innerspace	1987	6.5	17471
Inside Man	2006	7.7	93241
Inspector Gadget	1999	3.9	14870
Instinct	1999	6.2	16048
Interstate 60: Episodes of the Road	2002	7.7	11620
Interview with the Vampire: The Vampire Chronicles	1994	7.5	84545
Into the Blue	2005	5.7	24178
Into the Wild	2007	8.2	116068
Intolerable Cruelty	2003	6.4	38387
Invasion of the Body Snatchers	1956	8.0	15443
Invasion of the Body Snatchers	1978	7.3	14350
Invictus	2009	7.4	34804
Invincible	2006	7.0	17580
Iron Man	2008	7.9	188644
Iron Man 2	2010	7.1	87361
Irréversible	2002	7.3	35911
It	1990	6.8	27491
It Could Happen to You	1994	6.2	13057
It Happened One Night	1934	8.3	27312
It's Complicated	2009	6.7	21893
It's a Mad Mad Mad Mad World	1963	7.4	15139
It's a Wonderful Life	1946	8.7	111404
JCVD	2008	7.3	17593
JFK	1991	8.0	62426
Jack	1996	5.3	18220
Jackass 3D	2010	7.2	12512
Jackass Number Two	2006	7.1	26621
Jackass: The Movie	2002	6.3	30221
Jackie Brown	1997	7.6	89213
James and the Giant Peach	1996	6.7	12742
Janghwa, Hongryeon	2003	7.4	15335
Jarhead	2005	7.2	64593
Jason Lives: Friday the 13th Part VI	1986	5.3	10280
Jason X	2001	4.4	18997
Jaws	1975	8.3	150283
Jaws 2	1978	5.6	19814
Jaws 3-D	1983	3.3	13334
Jaws: The Revenge	1987	2.6	16192
Jay and Silent Bob Strike Back	2001	6.8	65182
Jean de Florette	1986	8.1	11669
Jeepers Creepers	2001	5.8	33041
Jeepers Creepers II	2003	5.3	17202
Jennifer's Body	2009	5.2	29109
Jerry Maguire	1996	7.3	83312
Jersey Girl	2004	6.2	28528
Jesus Camp	2006	7.6	10264
Jesus Christ Superstar	1973	6.9	10799
Jeux d'enfants	2003	7.6	17004
Jingle All the Way	1996	5.0	24962
Joan of Arc	1999	6.3	25292
Joe Dirt	2001	5.5	19529
Joe Versus the Volcano	1990	5.4	17351
John Q	2002	6.7	34578
John Tucker Must Die	2006	5.5	20922
Johnny English	2003	5.8	31394
Johnny Mnemonic	1995	5.0	21967
Jonah Hex	2010	4.6	12614
Jonas Brothers: The 3D Concert Experience	2009	1.3	15244
Josie and the Pussycats	2001	5.1	11648
Journey to the Center of the Earth	2008	5.8	25812
Joyeux Noël	2005	7.7	10203
Ju-on	2002	6.6	10110
Judge Dredd	1995	5.0	32776
Judgment at Nuremberg	1961	8.3	15821
Jui kuen II	1994	7.6	12588
Jules et Jim	1962	7.9	12455
Julie & Julia	2009	7.1	25879
Jumanji	1995	6.4	59635
Jumper	2008	5.8	76039
Junebug	2005	7.1	11973
Junior	1994	4.4	22194
Juno	2007	7.8	161306
Jurassic Park	1993	7.9	162672
Jurassic Park III	2001	5.7	65957
Just Friends	2005	6.3	28745
Just Like Heaven	2005	6.8	31285
Just Married	2003	5.1	21012
Just My Luck	2006	5.0	14382
Justin Bieber: Never Say Never	2011	1.1	30969
Jûbê ninpûchô	1993	7.9	11961
K-19: The Widowmaker	2002	6.6	23279
K-PAX	2001	7.3	54308
Kagemusha	1980	7.9	11997
Kakushi-toride no san-akunin	1958	8.1	12038
Kalifornia	1993	6.7	22647
Kangaroo Jack	2003	4.1	10597
Kate & Leopold	2001	6.2	25129
Kazaam	1996	2.5	13138
Kaze no tani no Naushika	1984	8.1	23194
Keeping Mum	2005	6.8	12394
Keeping the Faith	2000	6.5	26347
Kelly's Heroes	1970	7.5	16126
Ken Park	2002	5.9	13248
Key Largo	1948	8.0	15542
Kick-Ass	2010	8.0	123955
KickBoxer	1989	5.6	12571
Kicking & Screaming	2005	5.4	13838
Kids	1995	6.8	27628
Kill Bill: Vol. 1	2003	8.2	253966
Kill Bill: Vol. 2	2004	8.0	200622
Killers	2010	4.9	16924
Killing Zoe	1993	6.3	11531
Killshot	2008	6.2	10623
Kind Hearts and Coronets	1949	8.2	14293
Kindergarten Cop	1990	5.8	42801
King Arthur	2004	6.2	56546
King Kong	1933	8.0	41743
King Kong	1976	5.6	11027
King Kong	2005	7.6	140444
King of California	2007	6.7	10740
King of New York	1990	6.9	11530
Kingdom of Heaven	2005	7.1	89151
Kingpin	1996	6.7	29672
Kinsey	2004	7.2	20982
Kiss Kiss Bang Bang	2005	7.8	71333
Kiss of the Dragon	2001	6.4	23246
Kiss the Girls	1997	6.4	21753
Knight and Day	2010	6.4	37547
Knockaround Guys	2001	6.0	11427
Knocked Up	2007	7.4	118764
Knowing	2009	6.4	65168
Kontroll	2003	7.6	10492
Koroshiya 1	2001	7.1	22195
Koyaanisqatsi	1982	8.1	13098
Kramer vs. Kramer	1979	7.7	27662
Kumonosu-jô	1957	8.1	13008
Kundun	1997	7.1	10662
Kung Fu Panda	2008	7.7	79820
Kung Pow: Enter the Fist	2002	5.8	20339
Kung fu	2004	7.8	44947
Kurenai no buta	1992	7.8	13261
Kôkaku kidôtai	1995	7.8	29049
L'auberge espagnole	2002	7.3	16471
L.A. Confidential	1997	8.4	176646
L.A. Story	1991	6.7	14733
La battaglia di Algeri	1966	8.3	15355
La cité des enfants perdus	1995	7.7	28056
La dolce vita	1960	8.1	20436
La double vie de Véronique	1991	7.8	11296
La grande illusion	1937	8.2	13036
La haine	1995	8.1	30071
La leggenda del pianista sull'oceano	1998	7.9	15790
La mala educación	2004	7.4	22903
La marche de l'empereur	2005	7.7	24496
La môme	2007	7.6	23427
La passion de Jeanne d'Arc	1928	8.3	11997
La pianiste	2001	7.3	14753
La science des rêves	2006	7.4	32063
La strada	1954	8.2	19361
La vita è bella	1997	8.5	120998
Labyrinth	1986	7.3	38200
Ladder 49	2004	6.5	24297
Ladri di biciclette	1948	8.5	30655
Lady and the Tramp	1955	7.4	18819
Lady in the Water	2006	5.8	49489
Ladyhawke	1985	6.8	15907
Lagaan: Once Upon a Time in India	2001	8.1	13194
Lake Placid	1999	5.4	20249
Lakeview Terrace	2008	6.3	19720
Land of the Dead	2005	6.4	42484
Lantana	2001	7.4	10931
Lara Croft Tomb Raider: The Cradle of Life	2003	5.2	35334
Lara Croft: Tomb Raider	2001	5.4	59337
Lars and the Real Girl	2007	7.5	34899
Last Action Hero	1993	5.9	45571
Last Days	2005	5.7	10115
Lat sau san taam	1992	8.0	19174
Laura	1944	8.2	14919
Law Abiding Citizen	2009	7.2	55781
Lawrence of Arabia	1962	8.5	85324
Layer Cake	2004	7.4	43160
Le charme discret de la bourgeoisie	1972	8.0	11574
Le dîner de cons	1998	7.7	11569
Le fabuleux destin d'Amélie Poulain	2001	8.6	199635
Le grand bleu	1988	7.4	19004
Le locataire	1976	7.8	10633
Le notti di Cabiria	1957	8.3	12070
